source,target,source_label,type,target_label
CL:0000998,CL:0000990,CD8_alpha-negative CD11b-negative dendritic cell,is a,conventional dendritic cell
CL:0000999,CL:0002465,CD4-positive CD11b-positive dendritic cell,is a,CD11b-positive dendritic cell
CL:0000999,CL:0000766,CD4-positive CD11b-positive dendritic cell,is a,myeloid leukocyte
CL:0001000,CL:0000766,CD8_alpha-positive CD11b-negative dendritic cell,is a,myeloid leukocyte
CL:0001000,CL:0000990,CD8_alpha-positive CD11b-negative dendritic cell,is a,conventional dendritic cell
CL:0001001,CL:0000840,immature CD8_alpha-negative CD11b-negative dendritic cell,is a,immature conventional dendritic cell
CL:0001001,CL:0000998,immature CD8_alpha-negative CD11b-negative dendritic cell,is a,CD8_alpha-negative CD11b-negative dendritic cell
CL:0001002,CL:0000841,mature CD8_alpha-negative CD11b-negative dendritic cell,is a,mature conventional dendritic cell
CL:0001002,CL:0000998,mature CD8_alpha-negative CD11b-negative dendritic cell,is a,CD8_alpha-negative CD11b-negative dendritic cell
CL:0001003,CL:0000841,mature CD8_alpha-negative CD11b-positive dendritic cell,is a,mature conventional dendritic cell
CL:0001003,CL:0000999,mature CD8_alpha-negative CD11b-positive dendritic cell,is a,CD4-positive CD11b-positive dendritic cell
CL:0001004,CL:0000840,immature CD8_alpha-positive CD11b-negative dendritic cell,is a,immature conventional dendritic cell
CL:0001004,CL:0001000,immature CD8_alpha-positive CD11b-negative dendritic cell,is a,CD8_alpha-positive CD11b-negative dendritic cell
CL:0001005,CL:0000841,mature CD8_alpha-positive CD11b-negative dendritic cell,is a,mature conventional dendritic cell
CL:0001005,CL:0001000,mature CD8_alpha-positive CD11b-negative dendritic cell,is a,CD8_alpha-positive CD11b-negative dendritic cell
CL:0001006,CL:0002465,dermal dendritic cell,is a,CD11b-positive dendritic cell
CL:0001007,CL:0002465,interstitial dendritic cell,is a,CD11b-positive dendritic cell
CL:0001008,CL:0000037,Kit and Sca1-positive hematopoietic stem cell,is a,hematopoietic stem cell
CL:0001009,CL:0000840,immature dermal dendritic cell,is a,immature conventional dendritic cell
CL:0001009,CL:0001006,immature dermal dendritic cell,is a,dermal dendritic cell
CL:0001010,CL:0000841,mature dermal dendritic cell,is a,mature conventional dendritic cell
CL:0001010,CL:0001006,mature dermal dendritic cell,is a,dermal dendritic cell
CL:0001011,CL:0000840,immature interstitial dendritic cell,is a,immature conventional dendritic cell
CL:0001011,CL:0001007,immature interstitial dendritic cell,is a,interstitial dendritic cell
CL:0001012,CL:0001060,CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor,is a,"hematopoietic oligopotent progenitor cell, lineage-negative"
CL:0001012,CL:0011026,CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor,is a,progenitor cell
CL:0001013,CL:0000841,mature interstitial dendritic cell,is a,mature conventional dendritic cell
CL:0001013,CL:0001007,mature interstitial dendritic cell,is a,interstitial dendritic cell
CL:0001014,CL:0000453,CD1a-positive Langerhans cell,is a,Langerhans cell
CL:0001015,CL:0000453,CD8_alpha-low Langerhans cell,is a,Langerhans cell
CL:0001016,CL:0000840,immature CD1a-positive Langerhans cell,is a,immature conventional dendritic cell
CL:0001016,CL:0001014,immature CD1a-positive Langerhans cell,is a,CD1a-positive Langerhans cell
CL:0001017,CL:0000841,mature CD1a-positive Langerhans cell,is a,mature conventional dendritic cell
CL:0001017,CL:0001014,mature CD1a-positive Langerhans cell,is a,CD1a-positive Langerhans cell
CL:0001018,CL:0000840,immature CD8_alpha-low Langerhans cell,is a,immature conventional dendritic cell
CL:0001018,CL:0001015,immature CD8_alpha-low Langerhans cell,is a,CD8_alpha-low Langerhans cell
CL:0001019,CL:0000763,CD115-positive monocyte OR common dendritic progenitor,is a,myeloid cell
CL:0001019,CL:0002031,CD115-positive monocyte OR common dendritic progenitor,is a,hematopoietic lineage restricted progenitor cell
CL:0001020,CL:0000841,mature CD8_alpha-low Langerhans cell,is a,mature conventional dendritic cell
CL:0001020,CL:0001015,mature CD8_alpha-low Langerhans cell,is a,CD8_alpha-low Langerhans cell
CL:0001021,CL:0000051,"CD34-positive, CD38-positive common lymphoid progenitor",is a,common lymphoid progenitor
CL:0001021,CL:0000995,"CD34-positive, CD38-positive common lymphoid progenitor",is a,"CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor"
CL:0001022,CL:0000576,CD115-positive monocyte,is a,monocyte
CL:0001022,CL:0000839,CD115-positive monocyte,is a,myeloid lineage restricted progenitor cell
CL:0001022,CL:0001019,CD115-positive monocyte,is a,CD115-positive monocyte OR common dendritic progenitor
CL:0001023,CL:0001030,"Kit-positive, CD34-positive common myeloid progenitor",is a,CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor
CL:0001023,CL:0001059,"Kit-positive, CD34-positive common myeloid progenitor",is a,"common myeloid progenitor, CD34-positive"
CL:0001024,CL:0000037,"CD34-positive, CD38-negative hematopoietic stem cell",is a,hematopoietic stem cell
CL:0001025,CL:0000051,"Kit-positive, Sca1-positive common lymphoid progenitor",is a,common lymphoid progenitor
CL:0001025,CL:0001030,"Kit-positive, Sca1-positive common lymphoid progenitor",is a,CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor
CL:0001026,CL:0000995,"CD34-positive, CD38-positive common myeloid progenitor",is a,"CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor"
CL:0001026,CL:0001059,"CD34-positive, CD38-positive common myeloid progenitor",is a,"common myeloid progenitor, CD34-positive"
CL:0001027,CL:0000051,CD7-negative lymphoid progenitor cell,is a,common lymphoid progenitor
CL:0001027,CL:0001012,CD7-negative lymphoid progenitor cell,is a,CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor
CL:0001028,CL:0000051,CD7-positive lymphoid progenitor cell,is a,common lymphoid progenitor
CL:0001029,CL:0001019,common dendritic progenitor,is a,CD115-positive monocyte OR common dendritic progenitor
CL:0001030,CL:0001060,CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor,is a,"hematopoietic oligopotent progenitor cell, lineage-negative"
CL:0001030,CL:0011026,CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor,is a,progenitor cell
CL:0001031,CL:0000120,cerebellar granule cell,is a,granule cell
CL:0001031,CL:1001611,cerebellar granule cell,is a,cerebellar neuron
CL:0001032,CL:0000120,cortical granule cell,is a,granule cell
CL:0001032,CL:0010012,cortical granule cell,is a,cerebral cortex neuron
CL:0001032,CL:0012001,cortical granule cell,is a,neuron of the forebrain
CL:0001033,CL:0002608,hippocampal granule cell,is a,hippocampal neuron
CL:0001033,CL:0001032,hippocampal granule cell,is a,cortical granule cell
CL:0001034,CL:0000000,cell in vitro,is a,cell
CL:0001035,CL:0000548,bone cell,is a,animal cell
CL:0001039,CL:0000062,terminally differentiated osteoblast,is a,osteoblast
CL:0001040,CL:0000062,non-terminally differentiated osteoblast,is a,osteoblast
CL:0001040,CL:0001035,non-terminally differentiated osteoblast,is a,bone cell
CL:0001041,CL:0000795,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",is a,"CD8-positive, alpha-beta regulatory T cell"
CL:0001042,CL:0000492,T-helper 22 cell,is a,CD4-positive helper T cell
CL:0001043,CL:0000896,"activated CD4-positive, alpha-beta T cell, human",is a,"activated CD4-positive, alpha-beta T cell"
CL:0001044,CL:0000624,"effector CD4-positive, alpha-beta T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0001044,CL:0000911,"effector CD4-positive, alpha-beta T cell",is a,effector T cell
CL:0001045,CL:0002677,naive CCR4-positive regulatory T cell,is a,naive regulatory T cell
CL:0001045,CL:0001047,naive CCR4-positive regulatory T cell,is a,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell"
CL:0001046,CL:0002678,memory CCR4-positive regulatory T cell,is a,memory regulatory T cell
CL:0001046,CL:0001047,memory CCR4-positive regulatory T cell,is a,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell"
CL:0001047,CL:0000792,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",is a,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
CL:0001048,CL:0001047,"activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human",is a,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell"
CL:0001049,CL:0000906,"activated CD8-positive, alpha-beta T cell, human",is a,"activated CD8-positive, alpha-beta T cell"
CL:0001050,CL:0000625,"effector CD8-positive, alpha-beta T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0001050,CL:0000911,"effector CD8-positive, alpha-beta T cell",is a,effector T cell
CL:0001051,CL:0000624,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0001052,CL:0000625,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0001053,CL:0000787,IgD-negative memory B cell,is a,memory B cell
CL:0001054,CL:0000576,CD14-positive monocyte,is a,monocyte
CL:0001055,CL:0002393,"CD14-positive, CD16-low monocyte",is a,intermediate monocyte
CL:0001055,CL:0002397,"CD14-positive, CD16-low monocyte",is a,"CD14-positive, CD16-positive monocyte"
CL:0001056,CL:0000451,"dendritic cell, human",is a,dendritic cell
CL:0001057,CL:0000782,"myeloid dendritic cell, human",is a,myeloid dendritic cell
CL:0001057,CL:0001056,"myeloid dendritic cell, human",is a,"dendritic cell, human"
CL:0001058,CL:0000784,"plasmacytoid dendritic cell, human",is a,plasmacytoid dendritic cell
CL:0001058,CL:0001056,"plasmacytoid dendritic cell, human",is a,"dendritic cell, human"
CL:0001059,CL:0000049,"common myeloid progenitor, CD34-positive",is a,common myeloid progenitor
CL:0001059,CL:0011026,"common myeloid progenitor, CD34-positive",is a,progenitor cell
CL:0001060,CL:0002032,"hematopoietic oligopotent progenitor cell, lineage-negative",is a,hematopoietic oligopotent progenitor cell
CL:0001061,CL:0000000,abnormal cell,is a,cell
CL:0001062,CL:4030002,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",is a,"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated"
CL:0001062,CL:0000909,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",is a,"CD8-positive, alpha-beta memory T cell"
CL:0001063,CL:0001061,neoplastic cell,is a,abnormal cell
CL:0001064,CL:0001063,malignant cell,is a,neoplastic cell
CL:0001065,CL:0000542,innate lymphoid cell,is a,lymphocyte
CL:0001066,CL:0000038,"erythroid progenitor cell, mammalian",is a,erythroid progenitor cell
CL:0001067,CL:0001065,group 1 innate lymphoid cell,is a,innate lymphoid cell
CL:0001068,CL:0001067,ILC1,is a,group 1 innate lymphoid cell
CL:0001069,CL:0001065,group 2 innate lymphoid cell,is a,innate lymphoid cell
CL:0001070,CL:0000136,beige adipocyte,is a,fat cell
CL:0001071,CL:0001065,group 3 innate lymphoid cell,is a,innate lymphoid cell
CL:0001072,CL:0001082,"CD34-negative, CD117-positive innate lymphoid cell, human",is a,immature innate lymphoid cell
CL:0001073,CL:0001072,"CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human",is a,"CD34-negative, CD117-positive innate lymphoid cell, human"
CL:0001074,CL:0001082,"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",is a,immature innate lymphoid cell
CL:0001075,CL:0001072,"KLRG1-positive innate lymphoid cell, human",is a,"CD34-negative, CD117-positive innate lymphoid cell, human"
CL:0001076,CL:0001074,"NKp46-positive innate lymphoid cell, human",is a,"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human"
CL:0001077,CL:0001068,"ILC1, human",is a,ILC1
CL:0001078,CL:0001071,"group 3 innate lymphoid cell, human",is a,group 3 innate lymphoid cell
CL:0001079,CL:0001078,"NKp44-positive group 3 innate lymphoid cell, human",is a,"group 3 innate lymphoid cell, human"
CL:0001080,CL:0001078,"NKp44-negative group 3 innate lymphoid cell, human",is a,"group 3 innate lymphoid cell, human"
CL:0001081,CL:0001069,"group 2 innate lymphoid cell, human",is a,group 2 innate lymphoid cell
CL:0001082,CL:0001065,immature innate lymphoid cell,is a,innate lymphoid cell
CL:0001087,CL:4030002,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",is a,"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated"
CL:0001087,CL:0000897,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",is a,"CD4-positive, alpha-beta memory T cell"
CL:0001200,CL:0000945,"lymphocyte of B lineage, CD19-positive",is a,lymphocyte of B lineage
CL:0001201,CL:0000236,"B cell, CD19-positive",is a,B cell
CL:0001201,CL:0001200,"B cell, CD19-positive",is a,"lymphocyte of B lineage, CD19-positive"
CL:0001202,CL:0000980,CD86-positive plasmablast,is a,plasmablast
CL:0001203,CL:0000909,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",is a,"CD8-positive, alpha-beta memory T cell"
CL:0001204,CL:0000897,"CD4-positive, alpha-beta memory T cell, CD45RO-positive",is a,"CD4-positive, alpha-beta memory T cell"
CL:0001658,CL:0000149,visual pigment cell (sensu Nematoda and Protostomia),is a,visual pigment cell
CL:0001658,CL:0000341,visual pigment cell (sensu Nematoda and Protostomia),is a,pigment cell (sensu Nematoda and Protostomia)
CL:0002000,CL:0001066,Kit-positive erythroid progenitor cell,is a,"erythroid progenitor cell, mammalian"
CL:0002001,CL:0000557,"CD34-positive, CD38-positive granulocyte monocyte progenitor",is a,granulocyte monocyte progenitor cell
CL:0002002,CL:0000557,Kit-positive granulocyte monocyte progenitor,is a,granulocyte monocyte progenitor cell
CL:0002003,CL:0001066,"CD34-positive, GlyA-negative erythroid progenitor cell",is a,"erythroid progenitor cell, mammalian"
CL:0002004,CL:0000547,"CD34-negative, GlyA-negative proerythroblast",is a,proerythroblast
CL:0002005,CL:0000050,"CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell",is a,megakaryocyte-erythroid progenitor cell
CL:0002006,CL:0000050,"Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell",is a,megakaryocyte-erythroid progenitor cell
CL:0002007,CL:0000611,"Kit-low, CD34-positive eosinophil progenitor cell",is a,eosinophil progenitor cell
CL:0002008,CL:0000611,"CD34-positive, CD38-positive eosinophil progenitor cell",is a,eosinophil progenitor cell
CL:0002009,CL:0000763,macrophage dendritic cell progenitor,is a,myeloid cell
CL:0002009,CL:0011026,macrophage dendritic cell progenitor,is a,progenitor cell
CL:0002009,CL:0002032,macrophage dendritic cell progenitor,is a,hematopoietic oligopotent progenitor cell
CL:0002010,CL:0000763,pre-conventional dendritic cell,is a,myeloid cell
CL:0002010,CL:0002031,pre-conventional dendritic cell,is a,hematopoietic lineage restricted progenitor cell
CL:0002011,CL:0002009,Kit-positive macrophage dendritic cell progenitor,is a,macrophage dendritic cell progenitor
CL:0002012,CL:0000547,Kit-low proerythroblast,is a,proerythroblast
CL:0002013,CL:0000549,GlyA-positive basophilic erythroblast,is a,basophilic erythroblast
CL:0002014,CL:0000549,"Kit-negative, Ly-76 high basophilic erythroblast",is a,basophilic erythroblast
CL:0002015,CL:0000550,"Kit-negative, Ly-76 high polychromatophilic erythroblast",is a,polychromatophilic erythroblast
CL:0002016,CL:0000550,"CD71-low, GlyA-positive polychromatic erythroblast",is a,polychromatophilic erythroblast
CL:0002017,CL:0000552,"Kit-negative, Ly-76 high orthochromatophilic erythroblasts",is a,orthochromatic erythroblast
CL:0002018,CL:0000552,"CD71-negative, GlyA-positive orthochromatic erythroblast",is a,orthochromatic erythroblast
CL:0002019,CL:0002422,Ly-76 high reticulocyte,is a,enucleated reticulocyte
CL:0002020,CL:0002422,GlyA-positive reticulocytes,is a,enucleated reticulocyte
CL:0002021,CL:0000595,GlyA-positive erythrocyte,is a,enucleate erythrocyte
CL:0002022,CL:0000595,Ly-76 high positive erythrocyte,is a,enucleate erythrocyte
CL:0002023,CL:0000553,"CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell",is a,megakaryocyte progenitor cell
CL:0002024,CL:0000553,Kit-positive megakaryocyte progenitor cell,is a,megakaryocyte progenitor cell
CL:0002025,CL:0000553,"CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell",is a,megakaryocyte progenitor cell
CL:0002026,CL:0000556,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",is a,megakaryocyte
CL:0002027,CL:0000556,"CD9-positive, CD41-positive megakaryocyte cell",is a,megakaryocyte
CL:0002028,CL:0000763,basophil mast progenitor cell,is a,myeloid cell
CL:0002028,CL:0002191,basophil mast progenitor cell,is a,granulocytopoietic cell
CL:0002029,CL:0000831,Fc-epsilon RIalpha-low mast cell progenitor,is a,mast cell progenitor
CL:0002030,CL:0000613,Fc-epsilon RIalpha-high basophil progenitor cell,is a,basophil progenitor cell
CL:0002031,CL:0008001,hematopoietic lineage restricted progenitor cell,is a,hematopoietic precursor cell
CL:0002032,CL:0008001,hematopoietic oligopotent progenitor cell,is a,hematopoietic precursor cell
CL:0002033,CL:0001008,short term hematopoietic stem cell,is a,Kit and Sca1-positive hematopoietic stem cell
CL:0002034,CL:0001008,long term hematopoietic stem cell,is a,Kit and Sca1-positive hematopoietic stem cell
CL:0002035,CL:0000837,Slamf1-negative multipotent progenitor cell,is a,hematopoietic multipotent progenitor cell
